Altium Designer Pick and Place Locations
\\192.168.1.124\home\1.client\Shinshu University\SSST\SSST_blood_sugar_git\Hardware\Altium\Project Outputs\Assembly\Pick and Place\Pick Place for 4Layer_Imposition.csv

========================================================================================================================
File Design Information:

Date:       06/04/22
Time:       18:33
Revision:   eb204bdf0c7c0e3d0a31be1b51934c6902f15cc7
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C16","GRM155B11H472K","BottomLayer","C1005","99.4000","35.3650","360","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","99.4000","36.6350","360","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","99.4000","34.0950","360","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","94.0000","35.3650","180","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","102.9000","35.3650","90","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","94.0000","37.9050","360","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","99.4000","37.9050","360","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","83.2000","26.0000","90","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","11.5750","145.0040","90","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","31.5000","153.8000","0",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","34.1000","155.0000","180","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","46.6000","138.6000","270","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","16.0000","137.3000","90","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","12.5000","137.3000","0","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","16.6000","154.1000","0","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","45.0000","133.0000","0","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","26.2000","139.4000","0","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","20.0000","139.0000","0","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","47.2000","155.7000","270","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","37.0350","135.8350","90","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","23.3000","156.0000","180","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","20.6000","156.6350","180","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","20.6000","155.3650","180","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","20.6000","157.9050","180","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","26.0000","156.6350","0","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","17.1000","156.6350","270","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","26.0000","154.0950","180","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","20.6000","154.0950","180","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","23.3000","149.0000","180","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","37.0000","149.6350","270","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","53.0000","149.0000","90","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","23.3000","134.0000","180","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","35.5000","143.8000","180","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","136.2000","90","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","148.1000","270","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","38.2000","144.0000","270","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","39.6000","144.0000","270","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","20.6000","149.6350","180","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","20.6000","150.9050","180","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","30.5000","149.6350","180","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","23.3000","137.7000","0","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","23.3000","137.7000","0","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","33.5000","144.0000","270","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","52.2000","133.0000","0","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","52.0000","134.2000","180","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","44.8000","154.6000","270","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","40.4600","154.6000","270","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","26.0000","133.3650","0","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","13.0000","152.0000","0","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","14.7000","146.1000","90","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","46.0000","148.0000","270","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","41.0000","144.0000","270","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","30.5000","148.3650","180","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","16.6000","148.2000","90","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","43.0000","157.0000","180","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","36.0000","157.0000","90","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","148.1000","180",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","152.0750","180",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","148.1000","180",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","144.1250","180",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","144.1250","180",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","17.1500","141.2500","270","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","21.1000","143.5000","90","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","25.5000","143.5000","90","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","56.1000","139.6000","90","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","38.5000","153.7000","0","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","23.3000","139.0000","180","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","20.6000","147.0950","180","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","33.7000","150.1000","90","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","29.7000","131.5000","0","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","48.8000","133.5000","90","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","45.9000","154.6000","270","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","20.6000","134.6350","180","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","20.6000","133.3650","180","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","20.6000","135.9050","180","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","26.0000","134.6350","0","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","17.1000","134.6350","270","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","26.0000","132.0950","180","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","20.6000","132.0950","180","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","36.8000","144.0000","270","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","11.5750","115.0040","90","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","31.5000","123.8000","0",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","34.1000","125.0000","180","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","46.6000","108.6000","270","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","16.0000","107.3000","90","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","12.5000","107.3000","0","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","16.6000","124.1000","0","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","45.0000","103.0000","0","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","26.2000","109.4000","0","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","20.0000","109.0000","0","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","47.2000","125.7000","270","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","37.0350","105.8350","90","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","23.3000","126.0000","180","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","20.6000","126.6350","180","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","20.6000","125.3650","180","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","20.6000","127.9050","180","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","26.0000","126.6350","0","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","17.1000","126.6350","270","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","26.0000","124.0950","180","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","20.6000","124.0950","180","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","23.3000","119.0000","180","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","37.0000","119.6350","270","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","53.0000","119.0000","90","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","23.3000","104.0000","180","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","35.5000","113.8000","180","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","106.2000","90","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","118.1000","270","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","38.2000","114.0000","270","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","39.6000","114.0000","270","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","20.6000","119.6350","180","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","20.6000","120.9050","180","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","30.5000","119.6350","180","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","23.3000","107.7000","0","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","23.3000","107.7000","0","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","33.5000","114.0000","270","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","52.2000","103.0000","0","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","52.0000","104.2000","180","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","44.8000","124.6000","270","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","40.4600","124.6000","270","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","26.0000","103.3650","0","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","13.0000","122.0000","0","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","14.7000","116.1000","90","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","46.0000","118.0000","270","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","41.0000","114.0000","270","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","30.5000","118.3650","180","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","16.6000","118.2000","90","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","43.0000","127.0000","180","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","36.0000","127.0000","90","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","118.1000","180",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","122.0750","180",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","118.1000","180",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","114.1250","180",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","114.1250","180",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","17.1500","111.2500","270","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","21.1000","113.5000","90","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","25.5000","113.5000","90","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","56.1000","109.6000","90","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","38.5000","123.7000","0","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","23.3000","109.0000","180","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","20.6000","117.0950","180","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","33.7000","120.1000","90","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","29.7000","101.5000","0","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","48.8000","103.5000","90","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","45.9000","124.6000","270","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","20.6000","104.6350","180","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","20.6000","103.3650","180","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","20.6000","105.9050","180","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","26.0000","104.6350","0","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","17.1000","104.6350","270","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","26.0000","102.0950","180","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","20.6000","102.0950","180","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","36.8000","114.0000","270","セラコン1608サイズ"
"USB1","DX07W024JA1R1000","BottomLayer","DX07W024JA1R1000","11.5750","85.0040","90","USB3.1 Type-C"
"JP5","SMD_JAMPER","TopLayer","SMD_JAMPER","31.5000","93.8000","0",""
"D5","CDBW0520L-G","BottomLayer","SOD-123","34.1000","95.0000","180","Schottky Rectifier"
"C18","GRM1885C1H101JA01D","BottomLayer","C1608","46.6000","78.6000","270","セラコン1608サイズ"
"+5V","TP1mm","TopLayer","TP1mm","16.0000","77.3000","90","Test-Point 1mm"
"+3.3V","TP1mm","TopLayer","TP1mm","12.5000","77.3000","0","Test-Point 1mm"
"TP8","TP1mm","TopLayer","TP1mm","16.6000","94.1000","0","Test-Point 1mm"
"GND","TP1mm","TopLayer","TP1mm","45.0000","73.0000","0","Test-Point 1mm"
"TP2","TP1mm","TopLayer","TP1mm","26.2000","79.4000","0","Test-Point 1mm"
"TP1","TP1mm","TopLayer","TP1mm","20.0000","79.0000","0","Test-Point 1mm"
"C1","GRM155F11H103Z","BottomLayer","C1005","47.2000","95.7000","270","セラコン1005サイズ"
"P1","FTSH-110-01-F-DV-K-P-TR","TopLayer","Headerpin_2x10","37.0350","75.8350","90","Header, 2 x 10 -Pin 1.27mm"
"U2","LTC1682IS8-3.3#PBF","TopLayer","SOIC8_3.9mm","23.3000","96.0000","180","IC REG CHARGE PUMP 3.3V 8SOIC"
"C9","GRM155B11H472K","BottomLayer","C1005","20.6000","96.6350","180","セラコン1005サイズ"
"C8","GRM155F11H103Z","BottomLayer","C1005","20.6000","95.3650","180","セラコン1005サイズ"
"C7","GRM155F11H103Z","BottomLayer","C1005","20.6000","97.9050","180","セラコン1005サイズ"
"C6","GRM1552C1H102J","BottomLayer","C1005","26.0000","96.6350","0","セラコン1005サイズ"
"C5","GRM1552C1H221J","TopLayer","C1005","17.1000","96.6350","270","セラコン1005サイズ"
"C4","GRM155B11H472K","BottomLayer","C1005","26.0000","94.0950","180","セラコン1005サイズ"
"C3","GRM155B11H472K","BottomLayer","C1005","20.6000","94.0950","180","セラコン1005サイズ"
"U6","OPA2330AIDR","TopLayer","SOIC8_3.9mm","23.3000","89.0000","180","CMOS ゼロドリフトアンプ 2回路 レールツーレール 8SOIC"
"U5","AD7680BRJZ","TopLayer","SOT-23-6","37.0000","89.6350","270","16bit ADC 2.5V～5.5V SOT23"
"U4","NINA-B302","BottomLayer","NINA_LGA67R_1500X1000X338_PIFA","53.0000","89.0000","90","u-blox NINA-B302 Bluetooth 5 LE, 802.15.4 module"
"U3","LTC1682IS8-5#PBF","TopLayer","SOIC8_3.9mm","23.3000","74.0000","180","IC REG CHARGE PUMP 5V MSOP8"
"U1","CLB2032BUPB","BottomLayer","CLB2032BUPB","35.5000","83.8000","180","CLB電池ユニット　ピンタイプ"
"SW2","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","76.2000","90","Tactile Switch 6 x 6mm"
"SW1","PTS645SK13SMTR92LFS","TopLayer","PTS645SK13SMTR92LFS","50.4500","88.1000","270","Tactile Switch 6 x 6mm"
"R24","RG1608P-114-B-T5","TopLayer","R1608","38.2000","84.0000","270","薄膜チップ抵抗1608サイズ"
"R23","RG1608P-303-B-T5","TopLayer","R1608","39.6000","84.0000","270","薄膜チップ抵抗1608サイズ"
"R21","RG1608P-114-B-T5","BottomLayer","R1608","20.6000","89.6350","180","薄膜チップ抵抗1608サイズ"
"R20","RG1608P-303-B-T5","BottomLayer","R1608","20.6000","90.9050","180","薄膜チップ抵抗1608サイズ"
"R18","RG1608P-204-B-T5","TopLayer","R1608","30.5000","89.6350","180","薄膜チップ抵抗1608サイズ"
"R17","RT0603DRD071ML","BottomLayer","R1608","23.3000","77.7000","0","薄膜チップ抵抗1608サイズ"
"R14","RG1608P-102-B-T5","TopLayer","R1608","23.3000","77.7000","0","薄膜チップ抵抗1608サイズ"
"R12","SM-3TW502","TopLayer","SM-3TW","33.5000","84.0000","270","CERMET TRIMMER 11 turns Top adjustmet"
"R11","RG1005P-103-B-T5","BottomLayer","R1005","52.2000","73.0000","0","薄膜チップ抵抗1005サイズ"
"R10","RG1608P-103-B-T5","BottomLayer","R1608","52.0000","74.2000","180","薄膜チップ抵抗1608サイズ"
"R8","RG1005P-332-B-T5","BottomLayer","R1005","44.8000","94.6000","270","薄膜チップ抵抗1005サイズ"
"R7","RG1005P-332-B-T5","BottomLayer","R1005","40.4600","94.6000","270","薄膜チップ抵抗1005サイズ"
"R6","RG1005P-103-B-T5","BottomLayer","R1005","26.0000","73.3650","0","薄膜チップ抵抗1005サイズ"
"R5","RG1005P-512-B-T5","BottomLayer","R1005","13.0000","92.0000","0","薄膜チップ抵抗1005サイズ"
"R4","RG1005P-512-B-T5","TopLayer","R1005","14.7000","86.1000","90","薄膜チップ抵抗1005サイズ"
"R3","RG1005P-103-B-T5","TopLayer","R1005","46.0000","88.0000","270","薄膜チップ抵抗1005サイズ"
"R2","RG1608P-103-B-T5","TopLayer","R1608","41.0000","84.0000","270","薄膜チップ抵抗1608サイズ"
"R1","RG1608P-114-B-T5","TopLayer","R1608","30.5000","88.3650","180","薄膜チップ抵抗1608サイズ"
"PTC1","1206L016WR","TopLayer","1206L","16.6000","88.2000","90","Resettable PTC"
"LED2","OSRGHC3131A","TopLayer","LED3COLORS","43.0000","97.0000","180","2色LED（赤,青）"
"LED1","WP710A10GD","TopLayer","LED_T1","36.0000","97.0000","90","LED T1 GREEN"
"JP6","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","88.1000","180",""
"JP4","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","92.0750","180",""
"JP3","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","88.1000","180",""
"JP2","SMD_JAMPER","TopLayer","SMD_JAMPER","43.5000","84.1250","180",""
"JP1","SMD_JAMPER","TopLayer","SMD_JAMPER","55.9000","84.1250","180",""
"J1","B02B-PASK-1","BottomLayer","B02B-PASK-1","17.1500","81.2500","270","雄,ストレート,1列2ピン"
"D4","BAT54STA","TopLayer","SOT-23","21.1000","83.5000","90","ダブル直列ショットキー"
"D3","BAT54STA","TopLayer","SOT-23","25.5000","83.5000","90","ダブル直列ショットキー"
"D2","BAT54STA","TopLayer","SOT-23","56.1000","79.6000","90","ダブル直列ショットキー"
"D1","CDBW0520L-G","TopLayer","SOD-123","38.5000","93.7000","0","Schottky Rectifier"
"C23","C1608X5R1A106M080AC","TopLayer","C1608","23.3000","79.0000","180","セラコン1608サイズ"
"C22","GRM1552C1H101J","BottomLayer","C1005","20.6000","87.0950","180","セラコン1005サイズ"
"C21","GRM1552C1H101J","TopLayer","C1005","33.7000","90.1000","90","セラコン1005サイズ"
"C20","GRM1552C1H101J","BottomLayer","C1005","29.7000","71.5000","0","セラコン1005サイズ"
"C19","GRM1885C1H101JA01D","BottomLayer","C1608","48.8000","73.5000","90","セラコン1608サイズ"
"C17","GRM1552C1H101J","BottomLayer","C1005","45.9000","94.6000","270","セラコン1005サイズ"
"C16","GRM155B11H472K","BottomLayer","C1005","20.6000","74.6350","180","セラコン1005サイズ"
"C15","GRM155F11H103Z","BottomLayer","C1005","20.6000","73.3650","180","セラコン1005サイズ"
"C14","GRM155F11H103Z","BottomLayer","C1005","20.6000","75.9050","180","セラコン1005サイズ"
"C13","GRM1552C1H102J","BottomLayer","C1005","26.0000","74.6350","0","セラコン1005サイズ"
"C12","GRM1552C1H221J","TopLayer","C1005","17.1000","74.6350","270","セラコン1005サイズ"
"C11","GRM155B11H472K","BottomLayer","C1005","26.0000","72.0950","180","セラコン1005サイズ"
"C10","GRM155B11H472K","BottomLayer","C1005","20.6000","72.0950","180","セラコン1005サイズ"
"C2","GRM1885C1H101JA01D","TopLayer","C1608","36.8000","84.0000","270","セラコン1608サイズ"
